ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
59815,hmon1333,White Hmong,965,the world,1-1,ntiaj teb,,,76151732901162192,5. no evidence for borrowing,0.0,analyzable compound,0.5,4-Far-West Hmongic,None,4-Far-West Hmongic,,,,,,,,ntiaj-teb [surface-earth],,,,,,,,,,,,
59816,hmon1333,White Hmong,626,the land,1-21,teb (1),,,76151732424487838,4. very little evidence for borrowing,0.25,unanalyzable,1.0,1-Hmong-Mien,Early contact with Chinese,1-Hmong-Mien,,,,Hmong-Mien *N-təu,,Replacement,,,,,,,,,"地 Mandarin dì. See also Mon-Khmer  *tiʔ, *tih  ’earth, ground’ (Shorto 2006 #64).","Haudricourt and Strecker 1991, Sagart 1995",,,Present in pre-contact environment,
59817,hmon1333,White Hmong,1228,the soil,1-212,av,,,76151732260686801,5. no evidence for borrowing,0.0,unanalyzable,1.0,4-Far-West Hmongic,None,4-Far-West Hmongic,,,,,,,,,,,,,,,,,,,,
59818,hmon1333,White Hmong,2,the dust,1-213,hmoov av,,,76151732535984369,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,5-Southeast Asia period,Early modern contact with a Tibeto-Burman language,5-Southeast Asia period,hmoov < Lolo-Burmese,,,,,Replacement,,hmoov + av [powder + soil],,,,,,,Compare Loloish *s-mun 1; Written Burmese ə-hmun ‘powder’. Mortensen 2002:17: “Matisoff says this may be a late loan referring to gunpowder.”,"Ratliff 2001, Mortensen 2002",,,Present in pre-contact environment,
59819,hmon1333,White Hmong,2,the dust,1-213,plua tshauv,,,7615173264600828,5. no evidence for borrowing,0.0,analyzable compound,0.5,no information,None,no information,,,,,,,,plua-tshauv [dust-ashes],,,,,,,,,,,,
59820,hmon1333,White Hmong,640,the mud,1-214,av nkos,,,76151732588950970,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,av + nkos [soil + muddy],,,,,,,,,,,,
59821,hmon1333,White Hmong,671,the sand,1-215,hmoov zeb,,,76151732880585769,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,Early modern contact with a Tibeto-Burman language,no information,hmoov < Tibeto-Burman,,,,,Replacement,,hmoov + zeb [powder + stone],,,,,,,Compare Loloish *s-mun 1; Written Burmese ə-hmun ‘powder’. Mortensen 2002:17: “Matisoff says this may be a late loan referring to gunpowder.”,"Ratliff 2001, Mortensen 2002",,,Present in pre-contact environment,
59822,hmon1333,White Hmong,671,the sand,1-215,xuab zeb,,,76151732228656871,5. no evidence for borrowing,0.0,analyzable compound,0.5,no information,None,no information,,,,,,,,xuab-zeb [rub-stone],,,,,,,,,,,,
59823,hmon1333,White Hmong,2118,the mountain or hill,1-22,roob,,,76151732874561830,2. probably borrowed,0.75,unanalyzable,1.0,4-Far-West Hmongic,Early modern contact with Chinese,4-Far-West Hmongic,,,,"the tone does not match and the semantics are not exact, yet this adjective is used to describe mountains",,Coexistence,,,,,,,,,"The older native word for ‘mountain’ has been grammaticalized, and now appears as pem in White Hmong, a preposition that means ‘higher on the slope’.",,,,Present in pre-contact environment,
59824,hmon1333,White Hmong,2118,the mountain or hill,1-22,toj,,,76151732136020348,5. no evidence for borrowing,0.0,unanalyzable,1.0,3-West Hmongic,None,3-West Hmongic,,,,,,,,,,,,,,,,,,,,
59825,hmon1333,White Hmong,2118,the mountain or hill,1-22,pob-tsuas,,,76151732967501432,5. no evidence for borrowing,0.0,analyzable derived,0.5,no information,Early modern contact with Chinese,no information,pob < Chinese,,,,tone sandhi: tsua > tsuas after pob,Coexistence,,pob-tsuas [ball-rock.mass],pob is a noun class prefix for ball-like things,,,,,,包,,,,Present in pre-contact environment,
59826,hmon1333,White Hmong,618,the cliff or precipice,1-222,tsag,,,76151732232483860,5. no evidence for borrowing,0.0,unanalyzable,1.0,no information,None,no information,,,,,,,,,,,,,,,,,,,,
59827,hmon1333,White Hmong,652,the plain,1-23,tiaj-nrag,,,7615173292134704,5. no evidence for borrowing,0.0,analyzable compound,0.5,2-Hmongic,None,2-Hmongic,,,,,tone sandhi: nras > nrag after tiaj,,,tiaj-nrag [level-plain],,,,,,,,,,,,
59828,hmon1333,White Hmong,921,the valley,1-24,hav,,,76151732829832424,5. no evidence for borrowing,0.0,unanalyzable,1.0,2-Hmongic,None,2-Hmongic,,,,,,,,,,,,,,,,,,,,
59829,hmon1333,White Hmong,622,the island,1-25,pov-txwv,,,76151732661893487,2. probably borrowed,0.75,analyzable derived,0.5,no information,None,no information,,,,,,No information,,pov-txwv [island-NMLZ],,,,,,,"Since the suffix is clearly the Chinese nominalizer, the whole construction is likely to be Chinese, although a source word has not been found.",,,,No information,
59830,hmon1333,White Hmong,622,the island,1-25,kob,,,76151732751841375,1. clearly borrowed,1.0,unanalyzable,1.0,5-Southeast Asia period,"Lao contact in education, government, commerce, and culture post-1850s",5-Southeast Asia period,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,
59831,hmon1333,White Hmong,113,the shore,1-27,ntug dej,,,76151732888338417,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,ntug + dej [edge + water],,,,,,,,,,,,
59832,hmon1333,White Hmong,1155,the cave,1-28,qhov tsua,,,76151732745199536,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,Early contact with Chinese,no information,qhov < Chinese,,,,,Replacement,,qhov + tsua [hole + rock],,,,,,,孔  Mandarin kǒng,,,,Present in pre-contact environment,
59833,hmon1333,White Hmong,948,the water,1-31,dej,,,76151732521874774,3. perhaps borrowed,0.5,unanalyzable,1.0,2-Hmongic,Ancient contact or relationship with Mon-Khmer,2-Hmongic,,,,Hmongic *ɢlæw A  ‘river’,,Replacement,,,‘river’ requires length classifier tus,,,,,,The resemblance between Mon-Khmer and Hmongic is in the initial dorsal-liquid cluster only.,Shorto 2006 #668,,,Present in pre-contact environment,
59834,hmon1333,White Hmong,1474,the sea,1-32,hiav-txwv,,,76151732358241834,1. clearly borrowed,1.0,analyzable derived,0.5,no information,Early modern contact with Chinese,no information,,,,,,Replacement,,hiav-txwv [sea-NMLZ],,,,,,,,,,,Present in pre-contact environment,
59835,hmon1333,White Hmong,258,calm,1-322,dej ntaug lawm,,,76151732135369015,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,dej + ntaug + lawm [water + weaken + PFV],,,,,,,,,,,,
59836,hmon1333,White Hmong,259,rough(2),1-323,dej nplawm,,,76151732402868269,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,dej + nplawm [water + whip],,,,,,,,,,,,
59837,hmon1333,White Hmong,1768,the foam,1-324,npuas dej,,,76151732519216578,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,npuas + dej [bubble + water],,,,,,,,,,,,
59838,hmon1333,White Hmong,624,the lake,1-33,pas dej,,,76151732329911003,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,4-Far-West Hmongic,None,4-Far-West Hmongic,,,,,,,,pas + dej  [pool + water],,,,,,,,,,,,
59839,hmon1333,White Hmong,978,the wave,1-35,nthwv dej,,,76151732228040254,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,nthwv + dej [gust + water],nthwv is a classifier also used for gusts of wind,,,,,,,,,,,
59840,hmon1333,White Hmong,978,the wave,1-35,twv (1),,,76151732585057113,5. no evidence for borrowing,0.0,unanalyzable,1.0,no information,None,no information,,,,,,,,,,,,,,,,,,,,
59841,hmon1333,White Hmong,666,the river or stream,1-36,dej,,,76151732521874774,3. perhaps borrowed,0.5,unanalyzable,1.0,2-Hmongic,Ancient contact or relationship with Mon-Khmer,2-Hmongic,,,,Hmongic *ɢlæw A  ‘river’,,Replacement,,,‘river’ requires length classifier tus,,,,,,The resemblance between Mon-Khmer and Hmongic is in the initial dorsal-liquid cluster only.,Shorto 2006 #668,,,Present in pre-contact environment,
59842,hmon1333,White Hmong,1982,the whirlpool,1-362,yis dej,,,76151732267209889,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,yis + dej [whirl + water],,,,,,,,,,,,
59843,hmon1333,White Hmong,2144,the spring or well,1-37,qhov dej,,,7615173271309866,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,"qhov < Chinese, 12.85;  dej < Mon-Khmer?,  1.31",,,,,,,qhov + dej [hole + water],,,,,,,,,,,,
59844,hmon1333,White Hmong,2144,the spring or well,1-37,qhov dej txhawv,,,7615173249864802,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,"qhov < Chinese, 12.85;  dej < Mon-Khmer?,  1.31",,,,,,,qhov + dej + txhawv [hole + water + issue.forth],,,,,,,,,,,,
59845,hmon1333,White Hmong,1145,the swamp,1-38,hav iav,,,76151732595948558,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,hav + iav [valley + grassy],,,,,,,,,,,,
59846,hmon1333,White Hmong,943,the waterfall,1-39,dej poob tsag,,,76151732368405692,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,"dej < Mon-Khmer?, 1.36; poob < Chinese, 10.23",,,,,,,dej + poob + tsag [river + fall + cliff],,,,,,,,,,,,
59847,hmon1333,White Hmong,420,the woods or forest,1-41,zoov,,,76151732448190079,3. perhaps borrowed,0.5,unanalyzable,1.0,2-Hmongic,Ancient contact with Chinese,2-Hmongic,,,,Hmongic *-ʔrɔŋ B,,Replacement,,,often used in compound hav zoov [valley-jungle],,,,,,林 Mandarin lín,,,,Present in pre-contact environment,
59848,hmon1333,White Hmong,1803,the wood,1-43,ntoo,,,76151732259638127,3. perhaps borrowed,0.5,unanalyzable,1.0,1-Hmong-Mien,None,1-Hmong-Mien,,,,Hmong-Mien *ntju̯əŋH,,Replacement,,,,,,,,,"If a loanword, there are two possible sources: the Tai-Kadai classifier for ‘tree’ looks similar (e.g. Dehong /ton 3/), as does Mon-Khmer *tʔɔɔŋ ‘tree; wood’ (Shorto 2006 #491).",,,,Present in pre-contact environment,
59849,hmon1333,White Hmong,2125,the stone or rock,1-44,pob-zeb,,,76151732503445585,5. no evidence for borrowing,0.0,analyzable derived,0.5,no information,None,no information,"pob < Chinese, 12.83",,,,,,,pob-zeb [ball-stone],pob is a noun class prefix for ball-like things,,,,,,,,,,,
59850,hmon1333,White Hmong,6,the earthquake,1-45,av qeeg,,,76151732966984869,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,no information,None,no information,,,,,,,,av + qeeg [soil + quake],,,,,,,,,,,,
59851,hmon1333,White Hmong,1732,the sky,1-51,ntuj,,,76151732263423749,5. no evidence for borrowing,0.0,unanalyzable,1.0,1-Hmong-Mien,None,1-Hmong-Mien,,,,,,,,,,,,,,,,,,,,
59852,hmon1333,White Hmong,1343,the sun,1-52,hnub,,,76151732739191081,2. probably borrowed,0.75,unanalyzable,1.0,1-Hmong-Mien,Ancient contact with a Tibeto-Burman language,1-Hmong-Mien,,,,"Hmongic *hnɛŋ A, Mienic *hnu̯ɔi A",,Replacement,,,,,,,,,"The likelihood that ‘sun/day’ is a loanword from Tibeto-Burman is strengthened by evidence that ‘moon/month’ is a loanword from Tibeto-Burman, These loanwords possibly resulted from borrowed religious practices.",Benedict 1987:15,,,Present in pre-contact environment,
