ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
38081,mezq1235,Otomi,965,the world,1-1,ximha̲i,,,72241352701548045,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Urbano (1605),None,Urbano (1605),,,,,,,,ximhai [nxidi = broad; hai = land],,,,,,,,,,,,
38082,mezq1235,Otomi,626,the land,1-21,hai,,,7224135222597344,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38083,mezq1235,Otomi,1228,the soil,1-212,hai,,,7224135222597344,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38084,mezq1235,Otomi,2,the dust,1-213,fonthai,,,7224135250903565,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,font-hai [font’i = to spread out; hai = earth],,,,,,,,,,,,
38085,mezq1235,Otomi,640,the mud,1-214,bo̲ha̲i,,,72241352823263603,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,"bo̲-ha̲i [po̲e = to dissolve, to thaw; ha̲i = earth]",,,,,,,,,,,,
38086,mezq1235,Otomi,671,the sand,1-215,'bomu,,,72241352124335534,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38087,mezq1235,Otomi,2118,the mountain or hill,1-22,t'o̲ho̲,,,72241352178084528,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38088,mezq1235,Otomi,2118,the mountain or hill,1-22,mbots'i (2),,,722893356325248,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38089,mezq1235,Otomi,618,the cliff or precipice,1-222,xotha̲i,,,72241352826622786,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,"xot-ha̲i [xot’i = to open; ha̲i = earth, land]",,,,,,,,,,,,
38090,mezq1235,Otomi,652,the plain,1-23,'batha,,,72241352348649956,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38091,mezq1235,Otomi,921,the valley,1-24,ni,,,72241352426250462,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38092,mezq1235,Otomi,921,the valley,1-24,nidi,,,72241352466090364,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38093,mezq1235,Otomi,921,the valley,1-24,'batha,,,72241352348649956,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38094,mezq1235,Otomi,622,the island,1-25,hai mbo dehe,,,72241352524339926,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,"hai mbo dehe [hai = land, mbo = inside; dehe =water]",,,,,,,,,,,,
38095,mezq1235,Otomi,166,the mainland,1-26,ximhai,,,72241352686209347,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Urbano (1605),None,Urbano (1605),,,,,,,,xim-ha̲i [xim=?; ha̲i=land],,,,,,,,,,,,
38096,mezq1235,Otomi,166,the mainland,1-26,hai,,,7224135222597344,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38097,mezq1235,Otomi,113,the shore,1-27,ñänthe,,,72241352643554130,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,"ñän-the [ñäni = bank, shore, edge; dehe = water]",,,,,,,,,,,,
38098,mezq1235,Otomi,113,the shore,1-27,nenthe,,,7228939892691285,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,"nenthe [nengi = bank, shore; dehe = water]",,,,,,,,,,,,
38099,mezq1235,Otomi,113,the shore,1-27,ñäni (2),,,72241352937401776,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38100,mezq1235,Otomi,113,the shore,1-27,nengi,,,722894159495904,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38101,mezq1235,Otomi,1155,the cave,1-28,nku̲ts'i,,,72241352551001165,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38102,mezq1235,Otomi,1155,the cave,1-28,ñu̲ts'i,,,722895179335502,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38103,mezq1235,Otomi,1155,the cave,1-28,kweba,,,7228951569600255,1. clearly borrowed,1.0,unanalyzable,1.0,modern,Education and media,modern,,,,,,Coexistence,,,,,,,,,,,,,Present only since contact,
38104,mezq1235,Otomi,948,the water,1-31,dehe,,,72241352513931839,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38105,mezq1235,Otomi,1474,the sea,1-32,däzabi,,,72241352645201532,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,dä-zabi [dätä = big; zabi = pond],,,,,,,,,,,,
38106,mezq1235,Otomi,1768,the foam,1-324,fu̲gi,,,7224135234473691,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38107,mezq1235,Otomi,645,the ocean,1-329,däzabi,,,72241352645201532,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,dä-zabi [dätä = big; zabi = pond],,,,,,,,,,,,
38108,mezq1235,Otomi,624,the lake,1-33,zabi,,,76221722567616753,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38109,mezq1235,Otomi,663,the bay,1-34,zabi,,,76221722567616753,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38110,mezq1235,Otomi,1662,the cape,1-343,nts'ä hai,,,72241352881592896,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,"nts'ä hai [nts'ä = point; hai = earth, land]",,,,,,,,,,,,
38111,mezq1235,Otomi,978,the wave,1-35,munts'i,,,72241352584596179,5. no evidence for borrowing,0.0,analyzable derived,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,m-unts'i [m = nominalizer; punts'i = to relapse],,,,,,,,,,,,
38112,mezq1235,Otomi,891,the tide,1-352,munts'udehe,,,7224135282261393,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,munts'udehe [munts'i = wave; dehe = water],,,,,,,,,,,,
38113,mezq1235,Otomi,891,the tide,1-352,'ño,,,72281015924592477,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38114,mezq1235,Otomi,891,the tide,1-352,'nihi,,,73121547314458223,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38115,mezq1235,Otomi,891,the tide,1-352,nthihi,,,72281017837165751,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38116,mezq1235,Otomi,891,the tide,1-352,'ñäni dehe,,,72281017434946860,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,'ñäni dehe ['ñäni = to move; dehe = water],,,,,,,,,,,,
38117,mezq1235,Otomi,1026,the low tide,1-353,dehe hingi hets’i,,,72241352831807318,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,dehe hingi hets’i [dehe = water; hingi = negative; hets’i = high],,,,,,,,,,,,
38118,mezq1235,Otomi,613,the high tide,1-354,dehe xi hñets’i,,,72241352187416846,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,dehe xi hñets’i [dehe = water; xi =perf3; hñets’i = high],,,,,,,,,,,,
38119,mezq1235,Otomi,666,the river or stream,1-36,däthe,,,72241352817162863,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,dä-the [dätä = big; dehe = water],,,,,,,,,,,,
38120,mezq1235,Otomi,666,the river or stream,1-36,hñe (1),,,7228954730112578,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38121,mezq1235,Otomi,1982,the whirlpool,1-362,xedi dehe,,,72241352694568768,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,xedi dehe [xedi = whirlwind; dehe = water],,,,,,,,,,,,
38122,mezq1235,Otomi,2144,the spring or well,1-37,pothe (1),,,72241352501096300,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,po-the [poho = well up; dehe = water],,,,,,,,,,,,
38123,mezq1235,Otomi,2144,the spring or well,1-37,mehe,,,7228955925760691,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38124,mezq1235,Otomi,943,the waterfall,1-39,nzothe,,,7228956569021852,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,n-zo-the [tso = to fall; dehe = water],,,,,,,,,,,,
38125,mezq1235,Otomi,420,the woods or forest,1-41,mbozaa,,,72241352330286434,5. no evidence for borrowing,0.0,analyzable derived,0.5,No information,None,No information,,,,,,,,mbo-zaa [mbo = place where abound ... (prefix); tree],,,,,,,,,,,,
38127,mezq1235,Otomi,1803,the wood,1-43,zaa,,,72241352356197711,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38128,mezq1235,Otomi,2125,the stone or rock,1-44,do,,,72241352322550620,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38129,mezq1235,Otomi,2125,the stone or rock,1-44,ma’ye,,,7228959302721001,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38130,mezq1235,Otomi,2125,the stone or rock,1-44,ndo̲do,,,7228959556224827,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38131,mezq1235,Otomi,6,the earthquake,1-45,mpo̲ñha̲i,,,72241352403567463,5. no evidence for borrowing,0.0,semi-analyzable,0.75,No information,None,No information,,,,,,,,mpo̲ñ-ha̲i [mpo̲ñ = ?; ha̲i = land],,,,,,,,,,,,
38132,mezq1235,Otomi,6,the earthquake,1-45,mpo̲ni,,,7228101157854330,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38133,mezq1235,Otomi,1732,the sky,1-51,mahets'i,,,72241352903534020,5. no evidence for borrowing,0.0,analyzable derived,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,ma-hets'i [ma = locative prefix; hets’i = high],,,,,,,,,,,,
38134,mezq1235,Otomi,1343,the sun,1-52,hyadi,,,72241352748206644,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38135,mezq1235,Otomi,1313,the moon,1-53,zänä,,,72241352756341079,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38136,mezq1235,Otomi,1430,the star,1-54,tso̲ho̲ (1),,,722413529139965,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38137,mezq1235,Otomi,1654,the lightning,1-55,jwe̲i,,,7224135215467967,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38138,mezq1235,Otomi,1150,the thunder,1-56,nga̲ni,,,7224135236523063,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38139,mezq1235,Otomi,1150,the thunder,1-56,ñu̲ni,,,72241352344372948,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38140,mezq1235,Otomi,2007,the bolt of lightning,1-57,jwe̲i,,,7224135215467967,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38141,mezq1235,Otomi,858,the storm,1-58,bu̲nthi,,,72241352175353476,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,bu̲-nthi [bu̲ = to buzz; ndähi = wind],,,,,,,,,,,,
38142,mezq1235,Otomi,1733,the rainbow,1-59,‘be̲jini,,,72241352803634452,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Urbano (1605),None,Urbano (1605),,,,,,,,‘be̲jini [‘be̲ = ? ; jini = ? ],,,,,,,,,,,,
38143,mezq1235,Otomi,630,the light,1-61,ñot’i,,,72241352577766958,5. no evidence for borrowing,0.0,unanalyzable,1.0,modern,None,modern,,,,,,,,,,,,,,,,,,,,
38144,mezq1235,Otomi,630,the light,1-61,tsibi,,,72241352724038861,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38145,mezq1235,Otomi,11,the darkness,1-62,'be̲xui,,,72241352379995795,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,'be̲-xui ['be̲di = to get lost?; xui = night],,,,,,,,,,,,
38146,mezq1235,Otomi,11,the darkness,1-62,mpumha̲i,,,7228104547674749,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,mpumha̲i [mpuni = ?; ha̲i = ?],,,,,,,,,,,,
38147,mezq1235,Otomi,1388,the shade or shadow,1-63,xudi,,,72241352495135853,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38148,mezq1235,Otomi,1977,the dew,1-64,xa (1),,,72241352498506428,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38149,mezq1235,Otomi,27,the air,1-71,ndähi,,,72241352130867993,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38150,mezq1235,Otomi,960,the wind,1-72,ndähi,,,72241352130867993,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38151,mezq1235,Otomi,1489,the cloud,1-73,gui,,,72241352403999183,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
38152,mezq1235,Otomi,249,the fog,1-74,'bo̲ngui,,,72241352327001846,5. no evidence for borrowing,0.0,analyzable compound,0.5,Urbano (1605),None,Urbano (1605),,,,,,,,"'bo̲n-gui ['bo̲ni = to be flat, to be stretched out; gui = cloud]",,,,,,,,,,,,
38153,mezq1235,Otomi,249,the fog,1-74,‘bipa,,,7228105422348587,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,‘bipa [‘bifi = smoke; pa = heat],,,,,,,,,,,,
38154,mezq1235,Otomi,658,the rain,1-75,'ye,,,72241352919680595,5. no evidence for borrowing,0.0,unanalyzable,1.0,Urbano (1605),None,Urbano (1605),,,,,,,,,,,,,,,,,,,,
