ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
58280,viet1252,Vietnamese,965,the world,1-1,thế giới,,,7215023866830705,1. clearly borrowed,1.0,analyzable compound,0.5,Tang Dynasty,Via writing,Tang Dynasty,,,,The meanings of the parts of this word are only recognizable to Vietnamese speakers with advanced knowledge of Sino-Vietnamese.,,Coexistence,,world boundary,,,,,,,,,General,,Present in pre-contact environment,
58281,viet1252,Vietnamese,626,the land,1-21,đất (1),,,7215023710038378,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Eastern-Mon-Khmer,None,Proto-Eastern-Mon-Khmer,,,,,"The proto-form is listed in Shorto 2006, entry 340 *tDək ‘dirt’.",,,,,,,,,,,,General,,,
58282,viet1252,Vietnamese,1228,the soil,1-212,đất (2),,,7215023826312771,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Austroasiatic,None,Proto-Austroasiatic,,,,,"The proto-form is listed in Shorto 2006, entry 340 *tDək ‘dirt’.",,,,,,,,,,,,General,,,
58283,viet1252,Vietnamese,2,the dust,1-213,bụi,,,7215023935236407,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Mon-Khmer,None,Proto-Mon-Khmer,,,,,"The proto-form is listed in Shorto 2006, entry 1483a *buuy?; *buəy[ ]; *bəy[ ] ‘dust’.",,,,,,,,,,,,General,,,
58284,viet1252,Vietnamese,640,the mud,1-214,bùn,,,7215023120185628,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Vietic,None,Proto-Vietic,,,,,The proto-Vietic form is identified in Ferlus ms.,,,,,,,,,,,,General,,,
58285,viet1252,Vietnamese,671,the sand,1-215,cát,,,7215023506783343,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Eastern-Mon-Khmer,None,Proto-Eastern-Mon-Khmer,,,,,"The proto-form is listed in Shorto 2006, entry 874 *ksac; *ksaac ‘sand’.",,,,,,,,,,,Shorto 2006,General,,,
58286,viet1252,Vietnamese,2118,the mountain or hill,1-22,núi,,,7215023873550156,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Eastern-Mon-Khmer,None,Proto-Eastern-Mon-Khmer,,,,,"The proto-form is listed in Shorto 2006, entry 1738 *bt1ul; *bt1uul; *bt1uəl ‘swelling, mound, hill’.",,,,,,,,,,,,General,,,
58287,viet1252,Vietnamese,2118,the mountain or hill,1-22,đồi,,,7215023616888234,4. very little evidence for borrowing,0.25,unanalyzable,1.0,Pre-Han Dynasty,None,Pre-Han Dynasty,,,,,"A proto-Mon-Khmer reconstruction is listed in Shorto 2006, entry 1738 *bt1ul; *bt1uul; *bt1uəl ‘swelling, mound, hill’.",Coexistence,,,,,,,,,,Maspero 1911:64,,,Present in pre-contact environment,
58288,viet1252,Vietnamese,618,the cliff or precipice,1-222,vách đá,,,7215023104538439,5. no evidence for borrowing,0.0,analyzable compound,0.5,Vietnamese,None,Vietnamese,,,,,,,,stone wall,,,,,,,,,General,,,
58289,viet1252,Vietnamese,652,the plain,1-23,đồng bằng,,,7215023186225445,5. no evidence for borrowing,0.0,analyzable compound,0.5,Vietnamese,None,Vietnamese,"Both parts were borrowed, đồng from Tai and bằng from Chinese 平 píng, originally from the Tang Dynasty literary Sino-Vietnamese form bình.",,,,,,,field level,,,,,,,,,General,,,
58290,viet1252,Vietnamese,921,the valley,1-24,thung lũng,,,721502367407419,5. no evidence for borrowing,0.0,unanalyzable,1.0,Vietnamese,None,Vietnamese,,,,,Reduplicant,,,,,,,,,,,,General,,,
