ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
34216,mapu1245,Mapudungun,965,the world,1-1,mapu,,,7211254768603039,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,,,,,,,,,,,,,,,,
34217,mapu1245,Mapudungun,626,the land,1-21,mapu,,,7211254293462815,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,,,,,,,,,,,,,,,,
34218,mapu1245,Mapudungun,1228,the soil,1-212,püllü,,,7211254856055887,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,,,,,,,,,,,,,,,,
34219,mapu1245,Mapudungun,1228,the soil,1-212,kuyüm,,,7211254965908677,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,kuyvm,,,,,,,,,,,,,,,
34220,mapu1245,Mapudungun,2,the dust,1-213,trufür,,,7211254600734787,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Pre-1606,None,Pre-1606,,,,,"nouns related to powder: dust (1.213) and ashes (1.84) include the root truf; truf(ün) means ‘turbid, thick, dense, confused’.",,,,,,,,,,,,,,,
34221,mapu1245,Mapudungun,2,the dust,1-213,trufken,,,7211254686088233,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Pre-1606,None,Pre-1606,,,,,"nouns related to powder: ‘dust’ and ‘ashes’  include the root truf; truf(ün) means ‘ turbid, thick, dense, confused’.",,,,,,,,,,,,,,,
34222,mapu1245,Mapudungun,640,the mud,1-214,fotra,,,7211254733136159,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,,,,,,,,,,,,,,,,
34223,mapu1245,Mapudungun,671,the sand,1-215,kuyüm,,,721125413964564,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,,,,,,,,,,,,,,,,
34224,mapu1245,Mapudungun,671,the sand,1-215,achef kuyüm,,,7211254187749522,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,Pre-1606,None,Pre-1606,,,,,acef kuyvm,,,achef kuyüm [shiny sand],,,,,,,,,,,,
34225,mapu1245,Mapudungun,2118,the mountain or hill,1-22,mawiza,,,7211254911334680,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pre-1606,None,Pre-1606,,,,,,,,,,,,,,,,,,,,
