ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
32086,mand1415,Mandarin Chinese,965,the world,1-1,shi4jie4,,,77161647419409746,5. no evidence for borrowing,0.0,analyzable compound,0.5,Nanbeichao,None,Nanbeichao,,2. Perhaps calqued,,rendition of sanskrit “lokodhatu” according to Feng Zhiwei 2004: 8,,,,shi-jie [generation/30 years/time - space],,,,,,世界,"Buddhist term for yuzhou “cosmos”, the old term was tian1xia4 [heaven/sky - under] (’all under heaven’),  meaning closer to “earth”, “known land”",,Formal,1. Very common,,
32087,mand1415,Mandarin Chinese,626,the land,1-21,tu3di4,,,77161647240136770,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,0. No evidence for calquing,,,,,,tu3-di4 [soil-earth],,,,,,土地,Typical context: das Land bebauen,,General,,,
32088,mand1415,Mandarin Chinese,626,the land,1-21,lu4di4,,,77161647181590018,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,0. No evidence for calquing,,,,,,lu4-di4  [continent/land-earth],,,,,,陆地,"Typical context “an Land gehen, zu Lande reisen”
lu: ursprünglich not bound: Festland",,General,,,
32089,mand1415,Mandarin Chinese,1228,the soil,1-212,tu3rang3,,,77161647901405708,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,0. No evidence for calquing,,,,,,tu3 - rang3 [earth/soil - soil],,,,,,土壤,,,Formal,,,
32090,mand1415,Mandarin Chinese,1228,the soil,1-212,tu3di4,,,77161647240136770,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,0. No evidence for calquing,,,,,,tu3-di4 [soil-earth],,,,,,土地,Typical context: das Land bebauen,,General,,,
32091,mand1415,Mandarin Chinese,1228,the soil,1-212,tu3,,,77161647961647393,4. very little evidence for borrowing,0.25,unanalyzable,1.0,Zhou dynasty,Austro-Asiatic substrate,Zhou dynasty,,0. No evidence for calquing,,,,No information,,,,1. Highly integrated,,,,土,"Schuessler 2007: „There is no obvious cognate or etymology, unless it may be related to Austro-Asiatic-Proto-Monic *tii? ,soil, ground consisting of earth, earth’ Aslian ti? tɛ?, however, this would require the assumption of a shift from a frot vowel to Old Chinese *a; (Proto-Austro-Asiatic *tɛj  from Starostin 2004)",Schuessler 2007: 501,Colloquial,,Present in pre-contact environment,
32092,mand1415,Mandarin Chinese,2,the dust,1-213,hui1chen2,,,77161647118672570,5. no evidence for borrowing,0.0,analyzable compound,0.5,7th century,None,7th century,,0. No evidence for calquing,,,,,,hui1 - chen2 [ashes-dust],,,,,,灰尘 (灰塵),Synonym: chentu 尘土 dust-soil/earth (was auf der Strasse aufwirbelt),,General,1. Very common,,
32093,mand1415,Mandarin Chinese,640,the mud,1-214,ni2,,,77161647621250940,5. no evidence for borrowing,0.0,unanalyzable,1.0,Zhou dynasty,None,Zhou dynasty,,0. No evidence for calquing,,Schuessler: 398. Sino-Tibetan etymology,"derived from this: (a) nijiang 泥浆, (b) ninao 泥淖, (c) nining 泥泞 mud",,,,,,,,,泥,,,Colloquial,1. Very common,,
32094,mand1415,Mandarin Chinese,640,the mud,1-214,ni2jiang1,,,77161647775428990,5. no evidence for borrowing,0.0,analyzable compound,0.5,Qing/Modern,None,Qing/Modern,,0. No evidence for calquing,,,,,,"ni2 - jiang1 [mud - thick liquid, paste]",,,,,,泥浆,"ni: mud, mush, jiang: thick sauce, paste;",,General,,,
32095,mand1415,Mandarin Chinese,640,the mud,1-214,ni2nao,,,9161054576181344,5. no evidence for borrowing,0.0,analyzable compound,0.5,Song,None,Song,,,,,,,,ni2-nao [mud-],,,,,,泥淖,,,,,,
