ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
30962,mana1288,Manange,965,the world,1-1,tzomliŋ,,,71291640173585266,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,There is no tone information for this form; This form is possibly shared with Nar-Phu: campali,Noonan 2001/2002: 59,General,,,
30963,mana1288,Manange,626,the land,1-21,1sʌ (1),,,71291640935659410,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tibeto-Burman,None,Proto-Tibeto-Burman,,,,,,,,,,,,,,,,,General,,,
30964,mana1288,Manange,2,the dust,1-213,4pʰɾa,,,71291640844405495,5. no evidence for borrowing,0.0,unanalyzable,1.0,Reconstruct to Written Tibetan,None,Reconstruct to Written Tibetan,,,,,,,,,,,,,,,This form likely descends from ‘powder‘ spag’ in Written Tibetan,,,,,
30965,mana1288,Manange,640,the mud,1-214,tela,,,71291640330052640,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,There is no tone information for this form,,,,,
30966,mana1288,Manange,671,the sand,1-215,pjuma,,,71291640162900595,5. no evidence for borrowing,0.0,unanalyzable,1.0,Reconstruct to Written Tibetan,None,Reconstruct to Written Tibetan,,,,,,,,,,,,,,,There is no tone information for this form,,,,,
30967,mana1288,Manange,2118,the mountain or hill,1-22,2kaŋ,,,71291640712205358,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tibeto-Burman,None,Proto-Tibeto-Burman,,,,,,,,,,,,,,,,,,,,
30968,mana1288,Manange,2118,the mountain or hill,1-22,pokto,,,71291641593885952,5. no evidence for borrowing,0.0,unanalyzable,1.0,Shared within Tamangic,None,Shared within Tamangic,,,,,,,,,,,,,,,This form possibly carries a low tone /1/,,,,,
30969,mana1288,Manange,2118,the mountain or hill,1-22,4pʰra,,,71291641883005233,5. no evidence for borrowing,0.0,unanalyzable,1.0,Reconstruct to Written Tibetan,None,Reconstruct to Written Tibetan,,,,,,,,,,,,,,,This form refers to a mountain without snow,,,,,
30970,mana1288,Manange,618,the cliff or precipice,1-222,pʰra,,,71291640818797543,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tibeto-Burman,None,Proto-Tibeto-Burman,,,,,,,,,,,,,,,,,,,,
30971,mana1288,Manange,652,the plain,1-23,kjuŋ,,,71291640665550706,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tibeto-Burman,None,Proto-Tibeto-Burman,,,,,,,,,,,,,,,"This is an extension/meaning shift of ‘valley’.  There is no separate entry for ‘plain’ according to several informants; The word for ‘flat area’ is 2taŋ, and is used for floors, level spaces.",,,,,
30972,mana1288,Manange,921,the valley,1-24,ʃoŋ,,,71291641552507404,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,The tone of this form is unknown,,,,,
30973,mana1288,Manange,622,the island,1-25,kjamtso naŋ sʌliŋ,,,71291640591048445,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,kjamtso-naŋ-sʌliŋ [sea-inside-land],,,,,,,There is no tone information for this form,,,,,
30974,mana1288,Manange,166,the mainland,1-26,1sʌ tsʰe,,,71291640400015131,5. no evidence for borrowing,0.0,semi-analyzable,0.75,No information,None,No information,,,,,,,,1sʌ-tsʰe [ground-??],,,,,,,There is no tone information for 2nd element; The form tsʰe means roughly ‘where the land is’,,,,,
30975,mana1288,Manange,113,the shore,1-27,2kju tsʰe,,,7129164087609666,5. no evidence for borrowing,0.0,semi-analyzable,0.75,No information,None,No information,,,,,,,,2kju-tsʰe [water-??],,,,,,,There is no tone information for the second element,,,,,
30976,mana1288,Manange,1155,the cave,1-28,2u,,,71291640314659397,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,Contact with Nepali,No information,,,,,,Replacement,,,,2. Intermediate,,,,,,,,,Present only since contact,
30977,mana1288,Manange,948,the water,1-31,2kju,,,71291640798616249,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tibeto-Burman,None,Proto-Tibeto-Burman,,,,,,,,,,,,,,,,,,,,
30978,mana1288,Manange,1474,the sea,1-32,samundra,,,71291640697538426,1. clearly borrowed,1.0,unanalyzable,1.0,Borrowed by Mananges under 50,Contact with Nepali,Borrowed by Mananges under 50,,,,,,Insertion,,,,1. Highly integrated,,,,,The replaced form is kjamtso (unknown analyzability),,,,Present only since contact,
30979,mana1288,Manange,1768,the foam,1-324,2kju 1a-tsaŋ-pʌ 1mo 1mu,,,71291640290470312,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,2kju-1a-tsaŋ-pʌ-1mo-1mu [water-NEG-clean-NOM-COP-EVID],,,,,,,,,,,,
30980,mana1288,Manange,624,the lake,1-33,2kju 1tsʰo,,,71291640198111627,5. no evidence for borrowing,0.0,analyzable compound,0.5,Reconstruct to Written Tibetan,None,Reconstruct to Written Tibetan,,,,,,,,2kju-1tsʰo [water-lake],,,,,,,,,,,,
30981,mana1288,Manange,663,the bay,1-34,kjamtso kʰʌ,,,71291640629081554,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,kjamtso-kʰʌ [ocean-edge],,,,,,,There is no tone information for this form,,,,,
30982,mana1288,Manange,891,the tide,1-352,2kju aloŋ,,,71291640777645099,5. no evidence for borrowing,0.0,analyzable compound,0.5,No information,None,No information,,,,,,,,2kju-aloŋ [water-tide],,,,,,,There is no tone information for the second element,,,,,
30983,mana1288,Manange,613,the high tide,1-354,aloŋ 1kʰʌ,,,71291640569384431,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,aloŋ-1kʰʌ [tide-come],,,,,,,There is no tone information for the first element,,,,,
30984,mana1288,Manange,666,the river or stream,1-36,maʃaŋ 2kju,,,71291640568197132,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Tibeto-Burman,None,Proto-Tibeto-Burman,,,,,,,,maʃaŋ-2kju [low.river.valley-water],,,,,,,There is no tone information for the first element; another option is PLACE.NAME + 2kju ‘water’,,,,,
30985,mana1288,Manange,2144,the spring or well,1-37,inʌr,,,71291640275391433,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,There is no tone information for this form,,,,,
30986,mana1288,Manange,2144,the spring or well,1-37,2kjumi,,,71291641851389315,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,,,,,,
30987,mana1288,Manange,1145,the swamp,1-38,1tsʰo (1),,,71291640610676676,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,,,,,,
