ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
51602,swah1253,Swahili,965,the world,1-1,dunia,,,72141734767181903,1. clearly borrowed,1.0,unanalyzable,1.0,pre-modern Swahili,Indian Ocean,pre-modern Swahili,,,,,,Coexistence,,,n 9,,,,,,,Sacleux 1939,,,Present in pre-contact environment,
51603,swah1253,Swahili,965,the world,1-1,ulimwengu,,,72141734906279624,4. very little evidence for borrowing,0.25,unanalyzable,1.0,No information,No information,No information,,,,,,No information,,,n 11,,,,,,Johnson: “Probably a confusion”,Johnson 1939,,,Present in pre-contact environment,
51604,swah1253,Swahili,626,the land,1-21,nchi kavu,,,72141734812482057,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,No information,None,No information,,,,,,,,land dry,NP 9,,,,,,,,,,,
51605,swah1253,Swahili,1228,the soil,1-212,udongo,,,72141734313640252,5. no evidence for borrowing,0.0,unanalyzable,1.0,earlier Bantu,None,earlier Bantu,,,,,,,,,n 11,,,,,,,,,,,
51606,swah1253,Swahili,2,the dust,1-213,vumbi,,,72141734161606575,5. no evidence for borrowing,0.0,unanalyzable,1.0,earlier Bantu,None,earlier Bantu,,,,,,,,,n 5/6,,,,,,,,,,,
51607,swah1253,Swahili,640,the mud,1-214,matope,,,7214173473864537,5. no evidence for borrowing,0.0,unanalyzable,1.0,earlier Bantu,None,earlier Bantu,,,,,,,,,n 6,,,,,,,,,,,
51608,swah1253,Swahili,671,the sand,1-215,mchanga,,,7214173446337910,5. no evidence for borrowing,0.0,unanalyzable,1.0,earlier Bantu,None,earlier Bantu,,,,,,,,,n 3,,,,,,,,,,,
51609,swah1253,Swahili,2118,the mountain or hill,1-22,mlima,,,72141734865344128,5. no evidence for borrowing,0.0,unanalyzable,1.0,earlier Bantu,None,earlier Bantu,,,,,,,,,n 3/4,,,,,,,,,,,
51610,swah1253,Swahili,2118,the mountain or hill,1-22,kilima,,,72141734232914260,5. no evidence for borrowing,0.0,analyzable derived,0.5,earlier Bantu,None,earlier Bantu,,,,,,,,"DIM < mlima, mountain",n 7/8,,,,,,,,,,,
51611,swah1253,Swahili,618,the cliff or precipice,1-222,mwamba (1),,,72141734597716169,5. no evidence for borrowing,0.0,unanalyzable,1.0,earlier Bantu,None,earlier Bantu,,,,,,,,,n 3/4,,,,,,,,,,,
51612,swah1253,Swahili,652,the plain,1-23,tambarare,,,72141734806652882,5. no evidence for borrowing,0.0,analyzable derived,0.5,earlier Bantu,None,earlier Bantu,,,,,,,,"< -tambaa, crawl, creep (of snake, vine)",n 9/10,,,,,,,,,,,
51613,swah1253,Swahili,921,the valley,1-24,bonde,,,72141734799967364,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,n 5/6,,,,,,,,,,,
51614,swah1253,Swahili,622,the island,1-25,kisiwa,,,72141734651705783,5. no evidence for borrowing,0.0,unanalyzable,1.0,proto-North-East-Coast,None,proto-North-East-Coast,,,,,,,,,n 7/8,,,,,,,Nurse & Hinnebusch 1993:288,,,,
