ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
56867,tzot1264,Zinacantán Tzotzil,965,the world,1-1,balamil,,,7214231572332013,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tzeltalan,None,Proto-Tzeltalan,,,lum (remains),,,,,,n1a,,,,,,,,,,,
56868,tzot1264,Zinacantán Tzotzil,626,the land,1-21,balamil,,,7214231572332013,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tzeltalan,None,Proto-Tzeltalan,,,lum (remains),,,,,,n1a,,,,,,,,,,,
56869,tzot1264,Zinacantán Tzotzil,626,the land,1-21,7osil,,,72142315209283187,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tzotzil,None,Proto-Tzotzil,,,,,,,,,n1a,,,,,,,,,,,
56870,tzot1264,Zinacantán Tzotzil,1228,the soil,1-212,puksat balamil,,,72142315230767094,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,Proto-Tzotzil,None,Proto-Tzotzil,,,,,,,,puk-sat balamil [be_distributed-? world/land],nphr(n/aj &ncpd/ type n)5,,,,,,,,,,,
56871,tzot1264,Zinacantán Tzotzil,2,the dust,1-213,7ik'ubal,,,72142315975768276,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Tzotzil,None,Proto-Tzotzil,,,pukuk,,,,,7ik'-ubal [black/dirty-?],n1b,,,,,,,,,,,
56872,tzot1264,Zinacantán Tzotzil,2,the dust,1-213,pukuk,,,72142315148797240,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Mayan,None,Proto-Mayan,,,,,,,,,n1a,,,,,,,,,,,
56873,tzot1264,Zinacantán Tzotzil,640,the mud,1-214,7ik'ubal,,,72142315975768276,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Tzotzil,None,Proto-Tzotzil,,,pukuk,,,,,7ik'-ubal [black/dirty-?],n1b,,,,,,,,,,,
56874,tzot1264,Zinacantán Tzotzil,640,the mud,1-214,tatal,,,72142315212494634,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Tzotzil,None,Proto-Tzotzil,,,,,,,,ta-tal [thick-?],n4f,,,,,,,,,,,
56875,tzot1264,Zinacantán Tzotzil,640,the mud,1-214,7ach'el,,,72142315997451686,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Tzotzil,None,Proto-Tzotzil,,,,,,,,7ach'-el [get wet-?],n1c,,,,,,,,,,,
56876,tzot1264,Zinacantán Tzotzil,671,the sand,1-215,yi',,,72142315421799807,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Greater Tzeltalan,None,Proto-Greater Tzeltalan,,,sat yi7,,,,,,n1a,,,,,,,,,,,
56877,tzot1264,Zinacantán Tzotzil,2118,the mountain or hill,1-22,vitz,,,72142315796873010,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Mayan,None,Proto-Mayan,,,vitz,,,,,,n1e,,,,,,,,,,,
56878,tzot1264,Zinacantán Tzotzil,618,the cliff or precipice,1-222,ch'en,,,72142315310961666,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Mayan,None,Proto-Mayan,,,xojob ch’en,,,,,,n1a,,,,,,,,,,,
56879,tzot1264,Zinacantán Tzotzil,618,the cliff or precipice,1-222,k'ulebal,,,72142315742680421,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tzotzil,None,Proto-Tzotzil,,,,,,,,,n3d,,,,,,,,,,,
56880,tzot1264,Zinacantán Tzotzil,652,the plain,1-23,pach'altik,,,72142315728282076,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Tzotzil,None,Proto-Tzotzil,,,jobeltik (gone),,,,,pach'al-tik [flat-?],n5,,,,,,,,,,,
56881,tzot1264,Zinacantán Tzotzil,921,the valley,1-24,pul'osil,,,72142315757689169,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Tzotzil,None,Proto-Tzotzil,,,,,,,,pul-'osil [draw_water-land],nphr(aj & ncpd)5,,,,,,,,,,,
56882,tzot1264,Zinacantán Tzotzil,921,the valley,1-24,pulav,,,72142315384984866,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Mayan,None,Proto-Mayan,,,,,,,,pul-av [draw_water-?],n1f,,,,,,,,,,,
56883,tzot1264,Zinacantán Tzotzil,113,the shore,1-27,ti' _________,,,7214231567752609,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Mayan,None,Proto-Mayan,,,,,Word developed from Proto-Mayan word for ‘mouth’,,,,nphr(n of n)5,,,,,,,,,,,
56884,tzot1264,Zinacantán Tzotzil,1155,the cave,1-28,ch'en,,,72142315310961666,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Mayan,None,Proto-Mayan,,,xojob ch’en,,,,,,n1a,,,,,,,,,,,
