ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
12334,hawa1245,Hawaiian,965,the world,1-1,honua,,,7281641551300635,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Polynesian,None,Proto-Polynesian,,,,,,,,,,,,,,,,,,,,Pukui & Elbert 1986
12335,hawa1245,Hawaiian,626,the land,1-21,`āina,,,7281641599463319,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Eastern Polynesian,None,Proto-Eastern Polynesian,,,,,,,,,noun,,,,,,,,,,,Pukui & Elbert 1986
12336,hawa1245,Hawaiian,1228,the soil,1-212,lepo,,,7281641480890823,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Eastern Polynesian,None,Proto-Eastern Polynesian,,,,,,,,,noun stative verb,,,,,,,,,,,Pukui & Elbert 1986
12337,hawa1245,Hawaiian,2,the dust,1-213,`ehu,,,7281641345957679,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Polynesian,None,Proto-Polynesian,,,,,"Also: `ehu lepo, ehu, or ehu lepo.",,,,,,,,,,,,,,,Pukui & Elbert 1986
12338,hawa1245,Hawaiian,640,the mud,1-214,kelekele,,,7281641530246116,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Proto-Central Polynesian,None,Proto-Central Polynesian,,,,,,,,kele~kele,,,,,,,,,,,,Pukui & Elbert 1986
12339,hawa1245,Hawaiian,671,the sand,1-215,one,,,7281641577086168,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Polynesian,None,Proto-Polynesian,,,,,,,,,,,,,,,,,,,,Pukui & Elbert 1986
12340,hawa1245,Hawaiian,2118,the mountain or hill,1-22,mauna,,,7281641941744300,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Polynesian,None,Proto-Polynesian,,,,,,,,,,,,,,,,,,,,Pukui & Elbert 1986
12341,hawa1245,Hawaiian,618,the cliff or precipice,1-222,pali,,,7281641367276330,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Central Polynesian,None,Proto-Central Polynesian,,,,,,,,,,,,,,,,,,,,Pukui & Elbert 1986
12342,hawa1245,Hawaiian,652,the plain,1-23,kula (1),,,7281641480033839,5. no evidence for borrowing,0.0,unanalyzable,1.0,Pukui & Elbert 1986,None,Pukui & Elbert 1986,,,,,,,,,noun,,,,,,,,,,,Pukui & Elbert 1986
12343,hawa1245,Hawaiian,921,the valley,1-24,awāwa,,,7281641223632977,5. no evidence for borrowing,0.0,semi-analyzable,0.75,Pukui & Elbert 1986,None,Pukui & Elbert 1986,,,,,,,,awa~awa,,,,,,,,,,,,Pukui & Elbert 1986
12344,hawa1245,Hawaiian,622,the island,1-25,mokupuni,,,7281641290676098,5. no evidence for borrowing,0.0,analyzable compound,0.5,Pukui & Elbert 1986,None,Pukui & Elbert 1986,,,,,,,,moku-puni [island-surrounded],,,,,,,,,,,,Pukui & Elbert 1986
13859,hawa1245,Hawaiian,622,the island,1-25,`ailana,,,75151651936562474,1. clearly borrowed,1.0,unanalyzable,1.0,Pukui & Elbert 1986,English contact,Pukui & Elbert 1986,,,,,,No information,,,,,,,,,,Pukui & Elbert 1986,,,No information,Pukui & Elbert 1986
