ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
19687,nucl1643,Japanese,965,the world,1-1,sekai,,,61223170512597810,1. clearly borrowed,1.0,analyzable compound,0.5,Late Old Japanese,Chinese bilingualism,Late Old Japanese,,0. No evidence for calquing,,"(818) in 文華秀麗集, Buddhist term, borrowed from Chinese, where it might have been a calque for the Sanskrit term lokhadātu.",,Coexistence,,se-kai world-world,,2. Intermediate,kango,Calque from Buddhist texts,677.4,世界,,,General,,Present in pre-contact environment,
19688,nucl1643,Japanese,965,the world,1-1,yo,,,61223172757732374,5. no evidence for borrowing,0.0,unanalyzable,1.0,Old Japanese,None,Old Japanese,,0. No evidence for calquing,,,,,,,,,wago,,,世,,,General,,,
19689,nucl1643,Japanese,626,the land,1-21,tairiku,,,61223173937063755,1. clearly borrowed,1.0,analyzable compound,0.5,Modern Japanese,Sinicization,Modern Japanese,,0. No evidence for calquing,,"In Chinese, attested in Shujing and Erya.",,Coexistence,,tai-riku great-land,,2. Intermediate,kango,,19,大陸,,,General,,Present in pre-contact environment,
19690,nucl1643,Japanese,626,the land,1-21,rikuchi,,,61223170762194580,1. clearly borrowed,1.0,analyzable compound,0.5,Middle Japanese,Sinicization,Middle Japanese,,0. No evidence for calquing,,"unannotated Chinese text, 900 (菅家文章)",,Coexistence,,riku-chi land-land,,2. Intermediate,kango,,0,陸地,"old native terms oka 陸 (1310), kuga 陸 (書記 720), which had the longer forms kuniga 国処 and kunuga. Ultimately kuni 国･邦 “land, country” had the same meaning (書記 720). Another NJ term, riku (mid-18th century/mid-Muromachi)",,General,,Present in pre-contact environment,
19691,nucl1643,Japanese,626,the land,1-21,riku,,,783117609701135,1. clearly borrowed,1.0,unanalyzable,1.0,Middle Japanese,Sinicization,Middle Japanese,,0. No evidence for calquing,,,,Coexistence,,,,2. Intermediate,kango,,,陸,,,General,,Present in pre-contact environment,
19692,nucl1643,Japanese,1228,the soil,1-212,tsuchi (1),,,61223170698916771,5. no evidence for borrowing,0.0,unanalyzable,1.0,Old Japanese,None,Old Japanese,,0. No evidence for calquing,,,accent on second mora,,,,,,wago,,,土,,,General,,,
19693,nucl1643,Japanese,2,the dust,1-213,hokori,,,61223170813917003,5. no evidence for borrowing,0.0,unanalyzable,1.0,Middle Japanese,None,Middle Japanese,,0. No evidence for calquing,,,,,,,,,wago,,,埃,,,General,,,
19694,nucl1643,Japanese,640,the mud,1-214,doro,,,61223170360983426,5. no evidence for borrowing,0.0,unanalyzable,1.0,Late Old Japanese,None,Late Old Japanese,,0. No evidence for calquing,,,,,,,,,wago,,,泥,,,General,,,
19695,nucl1643,Japanese,671,the sand,1-215,suna,,,61223170734722122,5. no evidence for borrowing,0.0,unanalyzable,1.0,Old Japanese,None,Old Japanese,,0. No evidence for calquing,,,"The earlier attestation of sunago (書記 720) suggests that the present form, first attested in 名語記 (1275), is a clipping thereof.",,,,,,wago,,,砂,,,General,,,
19696,nucl1643,Japanese,2118,the mountain or hill,1-22,yama,,,61223170369452816,5. no evidence for borrowing,0.0,unanalyzable,1.0,Old Japanese,None,Old Japanese,,0. No evidence for calquing,,,,,,,,,wago,,310.2,山,,,General,,,
19697,nucl1643,Japanese,2118,the mountain or hill,1-22,oka,,,61223172843869327,5. no evidence for borrowing,0.0,unanalyzable,1.0,Old Japanese,None,Old Japanese,,0. No evidence for calquing,,,,,,,,,wago,,,丘,,,General,,,
19698,nucl1643,Japanese,618,the cliff or precipice,1-222,gake,,,61223170910428933,5. no evidence for borrowing,0.0,unanalyzable,1.0,Middle Japanese,None,Middle Japanese,,0. No evidence for calquing,,,originally kake,,,,,,wago,,,崖,,,General,,,
19699,nucl1643,Japanese,652,the plain,1-23,heichi,,,61223170716479012,1. clearly borrowed,1.0,analyzable compound,0.5,Middle Japanese,Sinicization,Middle Japanese,,0. No evidence for calquing,,,,Coexistence,,hei-chi flat-land,,2. Intermediate,kango,,0,平地,,,General,,Present in pre-contact environment,
