ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
36876,oroq1238,Oroqen,965,the world,1-1,bʊɣaŋi əlginin,,,79171026691667692,5. no evidence for borrowing,0.0,analyzable compound,0.5,Proto-Tungusic,None,Proto-Tungusic,,,,,"It is not certain whether this is a set expression or not. Literally it means ‘sky’s land’, i.e. ‘land under the heaven.’ The third vowel in the word for ‘land’ is epenthetical. əlginin is derived from əlgin ‘land’ which also means ‘earth (i.e. planet earth)’.",,,bʊɣa-ŋi əlgin-i-n [sky-GEN land-3SG POSS],,,,,,,,,,,,
36877,oroq1238,Oroqen,626,the land,1-21,tur,,,79171314791131728,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,,,,,,
36878,oroq1238,Oroqen,1228,the soil,1-212,tʊkala,,,79171450274216900,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tungusic,None,Proto-Tungusic,,,,,,,,,,,,,,,,,,,,
36879,oroq1238,Oroqen,2,the dust,1-213,tɔ:rag,,,79181141206588195,1. clearly borrowed,1.0,unanalyzable,1.0,20th century or earlier,Contact with Mongolian,20th century or earlier,,,,,,Replacement,,,,2. Intermediate,,,,,,,,,Present only since contact,
36880,oroq1238,Oroqen,640,the mud,1-214,tilbaka,,,79181210279480166,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,,,,,,
36881,oroq1238,Oroqen,671,the sand,1-215,ʃirgi,,,79181212448887840,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tungusic,None,Proto-Tungusic,,,,,,,,,,,,,,,,,,,,
36882,oroq1238,Oroqen,2118,the mountain or hill,1-22,urə (1),,,79181213690930653,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,"The diminutive suffix -kan is used to derive  urə-kan ‘small hill’. Since the meaning ‘hill’ in English is vague, the corresponding word for ‘hill’  in Oroqen can be urə-kan.",,,,,,,,,,,,,,,
36883,oroq1238,Oroqen,618,the cliff or precipice,1-222,kadar,,,79181215540541211,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tungusic,None,Proto-Tungusic,,,,,Oroqen also has a form ili ‘high cliff’.,,,,,,,,,,,,,,,
36884,oroq1238,Oroqen,652,the plain,1-23,kumɛ,,,79181344228625932,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Tungusic,None,Proto-Tungusic,,,,,Oroqen has a separate form for grassland kind of plain kəwər with a dialectal variant kə:r.,,,,,,,,,,,,,,,
36885,oroq1238,Oroqen,921,the valley,1-24,yɔpkɔn,,,79181348983959014,5. no evidence for borrowing,0.0,unanalyzable,1.0,No information,None,No information,,,,,,,,,,,,,,,,,,,,
