ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
61291,wich1264,Wichí,965,the world,1-1,hunhat,,,7221330855827254,5. no evidence for borrowing,0.0,unanalyzable,1.0,1850-1900,None,1850-1900,,,,,,,,,,,,,,,,,,,,
61292,wich1264,Wichí,626,the land,1-21,hunhat,,,7221330855827254,5. no evidence for borrowing,0.0,unanalyzable,1.0,1850-1900,None,1850-1900,,,,,,,,,,,,,,,,,,,,
61293,wich1264,Wichí,1228,the soil,1-212,hunhat,,,7221330855827254,5. no evidence for borrowing,0.0,unanalyzable,1.0,1850-1900,None,1850-1900,,,,,,,,,,,,,,,,,,,,
61294,wich1264,Wichí,2,the dust,1-213,hulu,,,7221330472630591,5. no evidence for borrowing,0.0,unanalyzable,1.0,1940-present,None,1940-present,,,,,,,,,,,,,,,,,,,,
61295,wich1264,Wichí,2,the dust,1-213,lamukw,,,7221330351327236,5. no evidence for borrowing,0.0,unanalyzable,1.0,1850-1900,None,1850-1900,,,,,,,,,,,,,,,,,,,,
61296,wich1264,Wichí,640,the mud,1-214,iyhot,,,722133065574805,5. no evidence for borrowing,0.0,unanalyzable,1.0,1940-present,None,1940-present,,,,,,,,,,,,,,,,,,,,
61297,wich1264,Wichí,671,the sand,1-215,alena,,,722133071393456,1. clearly borrowed,1.0,unanalyzable,1.0,1900-1940,Spanish contact in early period,1900-1940,,,,,,Insertion,,,,1. Highly integrated,,,,,,,,,Present only since contact,
61298,wich1264,Wichí,2118,the mountain or hill,1-22,tachenaj,,,7221330424496977,5. no evidence for borrowing,0.0,unanalyzable,1.0,1900-1940,None,1900-1940,,,,,,,,,,,,,,,,,,,,
61299,wich1264,Wichí,618,the cliff or precipice,1-222,tewuk katchenaj,,,7221330259865215,5. no evidence for borrowing,0.0,analyzable phrasal,0.5,1900-1940,None,1900-1940,,,,,,,,"tewuk ka-tachenaj
[river   CLF.GEN-mountain]",,,,,,,,,,,,
61300,wich1264,Wichí,652,the plain,1-23,alhu,,,7221330250465747,5. no evidence for borrowing,0.0,unanalyzable,1.0,1850-1900,None,1850-1900,,,,,,,,,,,,,,,,,,,,
61301,wich1264,Wichí,921,the valley,1-24,lakawayhi,,,7221330521658793,5. no evidence for borrowing,0.0,unanalyzable,1.0,1940-present,None,1940-present,,,,,,,,,,,,,,,,,,,,
