ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
5372,dutc1256,Dutch,965,the world,1-1,wereld,,,72181920638650235,5. no evidence for borrowing,0.0,unanalyzable,1.0,0901-1000,None,0901-1000,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5373,dutc1256,Dutch,626,the land,1-21,land,,,72181920189967087,5. no evidence for borrowing,0.0,unanalyzable,1.0,1200,None,1200,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5374,dutc1256,Dutch,1228,the soil,1-212,bodem,,,72181920781775959,5. no evidence for borrowing,0.0,unanalyzable,1.0,1260-1280,None,1260-1280,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5375,dutc1256,Dutch,2,the dust,1-213,stof (1),,,72181920148349588,5. no evidence for borrowing,0.0,unanalyzable,1.0,1240,None,1240,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5376,dutc1256,Dutch,640,the mud,1-214,modder,,,72181920932085874,5. no evidence for borrowing,0.0,unanalyzable,1.0,1287,None,1287,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5377,dutc1256,Dutch,671,the sand,1-215,zand,,,72181920700791591,5. no evidence for borrowing,0.0,unanalyzable,1.0,0893,None,0893,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5378,dutc1256,Dutch,2118,the mountain or hill,1-22,berg,,,72181920121058476,5. no evidence for borrowing,0.0,unanalyzable,1.0,0865,None,0865,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5379,dutc1256,Dutch,2118,the mountain or hill,1-22,heuvel,,,72181920489408821,5. no evidence for borrowing,0.0,unanalyzable,1.0,0901-1000,None,0901-1000,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5380,dutc1256,Dutch,618,the cliff or precipice,1-222,klif,,,72181920764082778,5. no evidence for borrowing,0.0,unanalyzable,1.0,1476-1500,None,1476-1500,,,,According to some Indo-Europeanists Germanic words beginning with kl- and kn- are loaned from a subrate language; the debate on the substrate issue in Germanic has just been started and opinions differ. I have ignored the question for now and I haven’t assigned any words the indiaction: loaned from a substrate language - we just do not know for the moment.,,,,,noun,,,,,,,EWB 1997,,,,
5381,dutc1256,Dutch,652,the plain,1-23,vlakte,,,72181920415437984,5. no evidence for borrowing,0.0,analyzable derived,0.5,1637,None,1637,,,,,,,,vlak-te [flat-NMLZ],noun,,,,,,,WNT,,,,
5382,dutc1256,Dutch,921,the valley,1-24,vallei,,,7218192031505143,1. clearly borrowed,1.0,unanalyzable,1.0,1330,French cultural influence,1330,,,,,,Coexistence,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present in pre-contact environment,
5383,dutc1256,Dutch,921,the valley,1-24,dal,,,72181920325500396,5. no evidence for borrowing,0.0,unanalyzable,1.0,0856,None,0856,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5384,dutc1256,Dutch,622,the island,1-25,eiland,,,72181920833072587,1. clearly borrowed,1.0,semi-analyzable,0.75,1240,Old Frisian influence,1240,,,,,,No information,,ei-land [?-land],noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present in pre-contact environment,
5385,dutc1256,Dutch,166,the mainland,1-26,vasteland,,,72181920968877708,5. no evidence for borrowing,0.0,analyzable compound,0.5,1580,High German influence,1580,,4. Clearly calqued,,,,Insertion,,vaste-land [firm-land],noun,1. Highly integrated,,,,,,WNT,,,Present only since contact,
5386,dutc1256,Dutch,113,the shore,1-27,oever,,,72181920442858156,5. no evidence for borrowing,0.0,unanalyzable,1.0,1287,None,1287,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5387,dutc1256,Dutch,1155,the cave,1-28,grot,,,72181920344789019,1. clearly borrowed,1.0,unanalyzable,1.0,1600,French cultural influence,1600,,,,,,Insertion,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present only since contact,
5388,dutc1256,Dutch,948,the water,1-31,water,,,72181920580604126,5. no evidence for borrowing,0.0,unanalyzable,1.0,0901-1000,None,0901-1000,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5389,dutc1256,Dutch,1474,the sea,1-32,zee,,,72181920499158014,5. no evidence for borrowing,0.0,unanalyzable,1.0,0793,None,0793,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5390,dutc1256,Dutch,258,calm,1-322,kalm,,,72181920878218931,1. clearly borrowed,1.0,unanalyzable,1.0,1568,French cultural influence,1568,,,,,,Coexistence,,,adjective,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present in pre-contact environment,
5391,dutc1256,Dutch,258,calm,1-322,rustig,,,7424613898751702,5. no evidence for borrowing,0.0,analyzable derived,0.5,1745,None,1745,,,,,,,,rust-ig [rest-ADJ],adjective,,,,,,,EWB 1997,,,,
5392,dutc1256,Dutch,259,rough(2),1-323,ruw,,,72181920557155350,5. no evidence for borrowing,0.0,unanalyzable,1.0,1199,None,1199,,,,,,,,,adjective,,,,,,,EWB 1997,,,,
5393,dutc1256,Dutch,1768,the foam,1-324,schuim,,,72181920572759556,5. no evidence for borrowing,0.0,unanalyzable,1.0,1240,None,1240,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5394,dutc1256,Dutch,645,the ocean,1-329,oceaan,,,72181920696029275,1. clearly borrowed,1.0,unanalyzable,1.0,1595,French cultural influence,1595,,,,,,Insertion,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present only since contact,
5395,dutc1256,Dutch,624,the lake,1-33,meer (1),,,72181920482634506,5. no evidence for borrowing,0.0,unanalyzable,1.0,0755-768,None,0755-768,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5396,dutc1256,Dutch,663,the bay,1-34,baai,,,72181920537218984,1. clearly borrowed,1.0,unanalyzable,1.0,1617,French cultural influence,1617,,,,,,Insertion,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present only since contact,
5397,dutc1256,Dutch,623,the lagoon,1-341,lagune,,,72181920674240965,1. clearly borrowed,1.0,unanalyzable,1.0,1824,French cultural influence,1824,,,,,,Insertion,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present only since contact,
5398,dutc1256,Dutch,660,the reef,1-342,rif,,,72181920536664408,1. clearly borrowed,1.0,unanalyzable,1.0,1595,Old Norse maritime influence,1595,,,,,,Insertion,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present only since contact,
5399,dutc1256,Dutch,1662,the cape,1-343,kaap,,,72181920934729794,1. clearly borrowed,1.0,unanalyzable,1.0,1567,French cultural influence,1567,,,,,,Insertion,,,noun,1. Highly integrated,,,,,,"Van der Sijs, Leenwoordenboek 2005; EWB 1997",,,Present only since contact,
5400,dutc1256,Dutch,978,the wave,1-35,golf,,,72181920874351586,5. no evidence for borrowing,0.0,unanalyzable,1.0,1475,None,1475,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5401,dutc1256,Dutch,891,the tide,1-352,getij(de),,,7218192083235582,5. no evidence for borrowing,0.0,analyzable derived,0.5,1236,None,1236,,,,,,,,ge-tij(de) [COLLECTIVE-time],noun,,,,,,,EWB 1997,,,,
5402,dutc1256,Dutch,1026,the low tide,1-353,eb,,,72181920275809293,5. no evidence for borrowing,0.0,unanalyzable,1.0,1351-1375,None,1351-1375,,,,,,,,,noun,,,,,,,EWB 1997,,,,
5403,dutc1256,Dutch,613,the high tide,1-354,vloed,,,72181920215572916,5. no evidence for borrowing,0.0,unanalyzable,1.0,0901-1000,None,0901-1000,,,,,,,,,noun,,,,,,,EWB 1997,,,,
