ID,Language_ID,Language_name,Parameter_ID,Parameter_name,WOLD_Meaning_ID,Value,Source,Comment,Word_ID,Borrowed,Borrowed_score,Analyzability,Simplicity_score,age,contact_situation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source
26044,kild1236,Kildin Saami,965,the world,1-1,ēllmannt,,,7426161690487297,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Uralic,None,Proto-Uralic,,,,,,,,,,,,,,э̄ллманнт,,,,,,
26045,kild1236,Kildin Saami,965,the world,1-1,mɨrr,,,74261616353205501,1. clearly borrowed,1.0,unanalyzable,1.0,before 1950,Post-revolutionary Russification,before 1950,,,,,,Coexistence,,,,1. Highly integrated,,,,мырр,,,,,Present in pre-contact environment,
26046,kild1236,Kildin Saami,626,the land,1-21,jēmm’n’e,,,74261616634457381,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,,,,,,,,,е̄ммьне,,,,,,
26047,kild1236,Kildin Saami,1228,the soil,1-212,lavv’n,,,74261616180775157,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,,,,,,,,,лаввьн,,,,,,
26048,kild1236,Kildin Saami,2,the dust,1-213,puenn,,,74261616891716849,5. no evidence for borrowing,0.0,unanalyzable,1.0,no information,None,no information,,,,,,,,,,,,,,пуэнн,,,,,,
26049,kild1236,Kildin Saami,640,the mud,1-214,njivv’l,,,74261616909210335,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,,,,,,,,,ниввьл,,,,,,
26050,kild1236,Kildin Saami,671,the sand,1-215,vūntas,,,74261616919213344,5. no evidence for borrowing,0.0,unanalyzable,1.0,before 1900,None,before 1900,,,,,,,,,,,,,,вӯнтас,,,,,,
26051,kild1236,Kildin Saami,2118,the mountain or hill,1-22,pāhk’,,,7426161658332885,2. probably borrowed,0.75,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,No information,,,,1. Highly integrated,,,,пāһкь,,Szabó 1977,,,Present in pre-contact environment,
26052,kild1236,Kildin Saami,618,the cliff or precipice,1-222,urr’t,,,74261616855443882,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,,,,,,,,,уррьт,,,,,,
26053,kild1236,Kildin Saami,652,the plain,1-23,pueš’en’,,,7426161658983717,5. no evidence for borrowing,0.0,unanalyzable,1.0,no information,None,no information,,,,,,,,,,,,,,пуэшенҍ,,,,,,
26054,kild1236,Kildin Saami,652,the plain,1-23,poal’a,,,74261616224865828,1. clearly borrowed,1.0,unanalyzable,1.0,before 1980,Post-revolutionary Russification,before 1980,,,,,,Coexistence,,,,2. Intermediate,,,,поаля,,,,,Present in pre-contact environment,
26055,kild1236,Kildin Saami,921,the valley,1-24,vūmm’,,,74261616386110653,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,,,,,,,,,вӯммь,,,,,,
26056,kild1236,Kildin Saami,921,the valley,1-24,liegk’,,,7426161619855364,5. no evidence for borrowing,0.0,unanalyzable,1.0,pre-Proto-Saami,None,pre-Proto-Saami,,,,,,,,,,,,,,ле̄гкь,,,,,,
26057,kild1236,Kildin Saami,921,the valley,1-24,liek’š,,,74261616707076193,5. no evidence for borrowing,0.0,analyzable derived,0.5,no information,None,no information,,,,,,,,liek’-š [valley-DIM],,,,,,ле̄кьш,,,,,,
26058,kild1236,Kildin Saami,622,the island,1-25,suel,,,74261616600480893,2. probably borrowed,0.75,unanalyzable,1.0,pre-Proto-Saami,None,pre-Proto-Saami,,,,,,No information,,,,1. Highly integrated,,,,суэл,,"Sammallahti 2001:411, SKES:956",General,,Present in pre-contact environment,
26059,kild1236,Kildin Saami,166,the mainland,1-26,mōnter,,,74261616144972365,5. no evidence for borrowing,0.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,,,,,,,,,мо̄нтэр,,,,,,
26060,kild1236,Kildin Saami,113,the shore,1-27,rɨnnt,,,7426161638537231,1. clearly borrowed,1.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,Replacement,,,,1. Highly integrated,,North Germanic *stranða ‘shore’,,рыннт,,,,,Present in pre-contact environment,
26061,kild1236,Kildin Saami,113,the shore,1-27,kānn’t,,,7426161676296226,5. no evidence for borrowing,0.0,unanalyzable,1.0,pre-Proto-Saami,None,pre-Proto-Saami,,,,,,,,,,,,,,ка̄ннҍт,,,,,,
26062,kild1236,Kildin Saami,1155,the cave,1-28,vueŋŋk,,,74261616436258233,5. no evidence for borrowing,0.0,unanalyzable,1.0,pre-Proto-Saami,None,pre-Proto-Saami,,,,,,,,,,,,,,вуэӈӈк,,,,,,
26063,kild1236,Kildin Saami,948,the water,1-31,čāʒ’,,,74261616123916950,5. no evidence for borrowing,0.0,unanalyzable,1.0,pre-Proto-Saami,None,pre-Proto-Saami,,,,,,,,,,,,,,ча̄дзь,,,,,,
26064,kild1236,Kildin Saami,1474,the sea,1-32,mierr,,,7426161673937155,1. clearly borrowed,1.0,unanalyzable,1.0,Proto-Saami,None,Proto-Saami,,,,,,No information,,,,1. Highly integrated,,,,ме̄рр,,Sammallahti 1998:125,General,,Present in pre-contact environment,
